sentiment,text
NEGATIVE,"Horrible. Went in for 4 specific, extremely standard items and was only able to leave with one of them. Not to mention there were people waiting whose orders had been"
POSITIVE,I come here for one thing and one thing only: oyster shooters!  They're the best I've had anywhere.  I always just swing by and grab 2 or so
NEGATIVE,"Basically a glorified strip club, the same stench of desperation lingering in the air. Disgusting. At least get good looking girls if you're operating a strip club and naming it"
NEGATIVE,We ordered the brunch burger and the New Mexico burger as well as a half and half of regular + sweet potato fries.The burgers themselves were decent...which is pretty much
POSITIVE,"Absolutely loved how my hair turned out. Brianna listened to what I wanted and thats exactly what I got, corrected my color and layers. I can say she saved my"
POSITIVE,"I have been to ""Eyebrows R Us"" and several other places, and it's always somebody new or different I have to deal with, and I never know how it's going"
NEGATIVE,Let me start by saying that I have not eaten here. My review is purely based on my inability to reach anyone to place a delivery order. Based on the
POSITIVE,Wir haben gestern Mittag mit ca. 13 Leuten den Burghof besucht. Ich war zum ersten mal dort. Das Essen war geschmacklich super und kam schnell. Ich war ja zunächst etwas
POSITIVE,"Food and Service very good. Can improve on the lighting of the place. Too dark. I understand the private environment they want to create but when you go on Business,"
POSITIVE,"This is a pretty good Denny's location... and I have eaten at many Denny's locations. In fact my mom and I have a song called ""Denny's Blues"" that we sing"
NEGATIVE,"Unfriendly employees (except one or two - one of the dog training girls is great) ,  always gossiping amongst themselves. Expensive prices,  but good specials with the rewards."
POSITIVE,I have had two or three windshields replaced and two windshield chips repaired here over the past few years. I have always found the work and materials to be of
NEGATIVE,"I wanted to write a two-star review, but I can't pass up the chance to give  Logan's Madtown it's first one-star rating!Like some unholy abomination raised from hell after"
NEGATIVE,"The food here is pretty good.  I'm giving it a low rating because this place is dirty.  The service is also, extremely slow because they only have one"
NEGATIVE,"Called and just wanted to ask a question in regards to brakes , the person who answered the phone seemed like he didn't care about his job or the company"
NEGATIVE,We were deceived into buying an upgrade that was supposed to include access to the fitness center. I called to complain and they were trying to offer me ANOTHER upgrade.
POSITIVE,"Have eaten at the Macayo's on Bell Road many times.  Our group had the chicken poblano, salmon tacos, and baja chimi.  The food was tasty and the service"
POSITIVE,I CANT RAVE ENOUGH ABOUT THIS PLACE!!GREAT pizzaGREAT saladsbottomless fountain drinksfriendly staffVERY CLEAN!!this is the ONLY pizza place i'll eat fromjust wish they would get rainbow cookies!! look it up
NEGATIVE,This place is a rip off.  We had our car towed there when it broke down- they said we needed a new fuel pump and it would cost us
POSITIVE,"After searching for a yoga studio for some time, I am happy to say I have found Yoginis!  I love this studio and feel that it is the most"
POSITIVE,Unreal work from ( robert pho ) Vegas prize artist !!! Do book time for a incredible piece!!! If you are looking for realistic and dont want to go to
NEGATIVE,"While the waitress was very sweet and friendly, itt was 30-40 minutes before the food arrived. There is also a random character at the counter starring at people, making things"
NEGATIVE,Disappointing to say the least.I've been to Vegas more times than I can remember and had my fair share of Vegas clubs. We wanted to try out Omina during our
POSITIVE,"My favorite salon. I've had two different stylists here, and both were professional and entertaining. Haircuts have always been professionally done, and $25 isn't unreasonable for a good cut. I"
NEGATIVE,I usually come here because the bf enjoys Sbarro. I've definitely had better pizza elsewhere and Sbarro is just way overpriced. Especially at this location.
POSITIVE,I've been to Vegas many times but our Sin City Club Crawl made this last trip one of the most memorable. I will admit I was skeptical at first: Spend
POSITIVE,I have been to El Hefe many times and I have never had a bad food item ever!!! The food is absolutely amazing!! The customer service is friendly and I
POSITIVE,The actual threading and price I would give 5 stars. The service and friendliness were definitely lacking. I called from a block away to ask if there was a wait.
POSITIVE,"One of my absolute pet peeves is going to a restaurant and being served dry chicken. Fortunately, this is not the case!This used to be one of my favorite places"
POSITIVE,"Just returned from an excellent dinner at Charr -- our entire party of four enjoyed their burgers, and the service was gracious, efficient, and complete. I had the Turkey Burger,"
NEGATIVE,Slow service and meatballs came out luke warm. Salad portion was really small and it came out at the same time as our meatballs. Pretty much all the bad reviews
NEGATIVE,The worst customer service ever!!!! the two girls at the front are very rude! if you don't want to work there then why are you!!! I came in for a
POSITIVE,I FINALLY went to cupcakery before I left back home to SJ. You satisfy my soul cupcakery!The location itself was very cute and presented the cupcakes on cute/simple dessert platters.
POSITIVE,Had an amazing lunch at this new location on the strip!! Ordered the rib eye. It was cooked to a perfect med-rare. Beer selection was on point! Patio view of
NEGATIVE,The spas ambience is pretty nice for the price ($20/hr). I felt welcomed and greeted with some tea but the quality of the massage is worth only only star. I
POSITIVE,Both sandwiches ordered were top notch! Green hulk & montecristo. Sandwiches are large and very filling. Green hulk is overflowing with chicken and peppers & the montecristo had tons of
POSITIVE,We recently moved to Charlotte and needed a place to store our belongings. Our U Haul representative worked with us and introduced us to Devon Storage. They were very friendly
POSITIVE,"A little cozy restaurant in a quiet neighbourhood. The food is exceeds my expectation. We had cream-legume soup to start, artichoke and heart-of-palm salad, a block (deep fried pastry stuffed"
NEGATIVE,"I really want to like CoCo's. I heard the owner used to be in graphics design, and it totally works for me. The minimal logo, the colors - all lovely."
POSITIVE,When can I come back!  Wish I'd had more time to try dessert. This is better than Max's chain of Jewish Delis in California.  Huge portions from extensive
NEGATIVE,Made the mistake of ordering lobster at a steak house.
POSITIVE,"We visited Georges again this past weekend.  Our second visit was just as good as the first!  This time, though, it was extremely cold outside, so we didn't"
NEGATIVE,Worst customer service ever!!!!  Why can't a fast food establishment teach good customer service or fire the holes that give them a bad rep.  I will never go
